Ont	Terms	Annotated	Significant	Expected	classic	Genes
BP	GO:0071415:Cellular response to purine-containing compound	13	5	0.04	3.1e-10	CASQ2,PPARGC1A,RYR2,RYR3,SLC8A1
BP	GO:0007187:G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	256	11	0.8	3.4e-10	ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,CACNA1D,CHRM2,PDE2A,PDE4D
BP	GO:0086046:Membrane depolarization during SA node cell action potential	5	4	0.02	4.2e-10	CACNA1D,CACNA1G,HCN4,SCN5A
BP	GO:0035725:Sodium ion transmembrane transport	140	9	0.43	4.5e-10	ATP1A2,ATP1B1,CAMK2D,HCN1,HCN3,HCN4,SCN5A,SCN7A,SLC8A1
BP	GO:0071880:Adenylate cyclase-activating adrenergic receptor signaling pathway	31	6	0.1	4.8e-10	ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,PDE4D
BP	GO:0090075:Relaxation of muscle	31	6	0.1	4.8e-10	ATP1A2,ATP1B1,ATP2A2,CAMK2D,PDE4D,SLC8A1
BP	GO:1904064:Positive regulation of cation transmembrane transport	144	9	0.45	5.8e-10	ADRB2,ATP1B1,CACNA2D1,CACNB2,KCNH2,KCNJ11,NPPA,RYR2,TRPC1
BP	GO:0043270:Positive regulation of ion transport	275	11	0.85	7.2e-10	ADRB2,ATP1B1,CACNA1D,CACNA2D1,CACNB2,KCNH2,KCNJ11,NPPA,RYR2,SCN5A,TRPC1
BP	GO:0071875:Adrenergic receptor signaling pathway	34	6	0.11	8.7e-10	ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,PDE4D
BP	GO:0034767:Positive regulation of ion transmembrane transport	156	9	0.48	1.2e-09	ADRB2,ATP1B1,CACNA2D1,CACNB2,KCNH2,KCNJ11,NPPA,RYR2,TRPC1
BP	GO:0019722:Calcium-mediated signaling	218	10	0.68	1.2e-09	ATP1A2,ATP1B1,ATP2A2,CACNA1C,CAMK2D,CASQ2,PDE4D,PRKACA,RYR2,SLC8A1
BP	GO:0003091:Renal water homeostasis	36	6	0.11	1.2e-09	ADCY4,ADCY5,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B
BP	GO:0033762:Response to glucagon	36	6	0.11	1.2e-09	ADCY4,ADCY5,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B
BP	GO:0003321:Positive regulation of blood pressure by epinephrine-norepinephrine	6	4	0.02	1.3e-09	ADRA1A,ADRA1B,ADRB1,PDE4D
BP	GO:0086045:Membrane depolarization during AV node cell action potential	6	4	0.02	1.3e-09	CACNA1C,CACNA1G,CACNB2,SCN5A
BP	GO:0031000:Response to caffeine	17	5	0.05	1.5e-09	CASQ2,PPARGC1A,RYR2,RYR3,SLC8A1
BP	GO:0036270:Response to diuretic	17	5	0.05	1.5e-09	CASQ2,PPARGC1A,RYR2,RYR3,SLC8A1
BP	GO:0061577:Calcium ion transmembrane transport via high voltage-gated calcium channel	17	5	0.05	1.5e-09	CACNA1C,CACNA2D1,CACNB2,CAMK2D,NPPA
BP	GO:0071310:Cellular response to organic substance	2762	28	8.58	1.6e-09	ADCY4,ADCY5,ADRB2,ATP1A2,CACNA1H,CACNA2D1,CAMK2D,CASQ2,CHRM2,COL1A1,COL3A1,HCN1,HCN3,HCN4,KCNJ11,MYH6,PDE2A,PDE4D,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,RYR3,SLC8A1,TGFB1
BP	GO:0060306:Regulation of membrane repolarization	39	6	0.12	2.1e-09	CACNA1D,CACNA2D1,CASQ2,KCNH2,NPPA,SCN5A
BP	GO:0006928:Movement of cell or subcellular component	2219	25	6.89	2.2e-09	ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA2D1,CACNB2,CAMK2D,COL1A1,COL3A1,HCN4,KCND3,KCNH2,KCNJ3,KCNJ5,KCNJ8,KCNN2,MYH6,PDE4D,PPARGC1A,RYR2,SCN5A,SLC8A1,TGFB1
BP	GO:0045823:Positive regulation of heart contraction	40	6	0.12	2.4e-09	ADRA1A,ADRB1,ATP2A2,NPPA,PDE4D,RYR2
BP	GO:1903524:Positive regulation of blood circulation	73	7	0.23	2.7e-09	ADRA1A,ADRA1B,ADRB1,ATP2A2,NPPA,PDE4D,RYR2
BP	GO:0098915:Membrane repolarization during ventricular cardiac muscle cell action potential	19	5	0.06	2.7e-09	KCND3,KCNH2,KCNJ3,KCNJ5,KCNJ8
BP	GO:0051235:Maintenance of location	315	11	0.98	3.0e-09	ATP1A2,CACNA1C,CAMK2D,CASQ2,PDE4D,PRKACA,RYR2,RYR3,SLC8A1,TGFB1,TRPC1
BP	GO:0003018:Vascular process in circulatory system	175	9	0.54	3.3e-09	ADRA1A,ADRA1B,ADRB1,ADRB2,ATP1A2,NPPA,PDE2A,SLC8A1,TGFB1
BP	GO:0019933:CAMP-mediated signaling	184	9	0.57	5.1e-09	ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,PDE2A,PDE4D
BP	GO:0055001:Muscle cell development	186	9	0.58	5.6e-09	ADRA1A,ATP2A2,CACNA2D2,CASQ2,MYH6,NPPA,PRKAR1A,SLC8A1,TBX3
BP	GO:0050789:Regulation of biological process	12091	56	37.56	5.7e-09	ABCC8,ABCC9,ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CAMK2D,CASQ2,CHRM2,COL1A1,COL3A1,GJD3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN2,MYH6,NPPA,PDE2A,PDE4D,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,RYR3,SCN5A,SCN7A,SLC8A1,TBX3,TGFB1,TRPC1
BP	GO:0035690:Cellular response to drug	433	12	1.35	7.1e-09	ADCY5,CASQ2,CHRM2,HCN3,KCNH2,KCNJ11,PDE2A,PPARGC1A,RYR2,RYR3,SLC8A1,TGFB1
BP	GO:0065007:Biological regulation	12771	57	39.67	7.3e-09	ABCC8,ABCC9,ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CAMK2D,CASQ2,CHRM2,CLCN3,COL1A1,COL3A1,GJD3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN2,MYH6,NPPA,PDE2A,PDE4D,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,RYR3,SCN5A,SCN7A,SLC8A1,TBX3,TGFB1,TRPC1
BP	GO:0140115:Export across plasma membrane	48	6	0.15	7.6e-09	ATP1A2,ATP1B1,KCND3,KCNH2,NPPA,SLC8A1
BP	GO:0002028:Regulation of sodium ion transport	85	7	0.26	7.9e-09	ADRB2,ATP1A2,ATP1B1,CAMK2D,SCN5A,SLC8A1,TGFB1
BP	GO:0046683:Response to organophosphorus	134	8	0.42	8.1e-09	COL1A1,HCN1,HCN4,KCNJ11,PDE2A,PPARGC1B,RYR3,SLC8A1
BP	GO:0007189:Adenylate cyclase-activating G protein-coupled receptor signaling pathway	139	8	0.43	1.1e-08	ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,PDE4D
BP	GO:0034764:Positive regulation of transmembrane transport	204	9	0.63	1.2e-08	ADRB2,ATP1B1,CACNA2D1,CACNB2,KCNH2,KCNJ11,NPPA,RYR2,TRPC1
BP	GO:0051146:Striated muscle cell differentiation	293	10	0.91	2.1e-08	ADRA1A,CACNA1H,CACNA2D2,CASQ2,MYH6,NPPA,PRKAR1A,SLC8A1,TBX3,TGFB1
BP	GO:0140352:Export from cell	1574	20	4.89	2.4e-08	ABCC8,ADCY5,ADRA1A,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D2,CACNB2,CHRM2,KCND3,KCNH2,KCNJ11,NPPA,SLC8A1,TBX3,TGFB1
BP	GO:0042692:Muscle cell differentiation	385	11	1.2	2.4e-08	ADRA1A,ATP2A2,CACNA1H,CACNA2D2,CASQ2,MYH6,NPPA,PRKAR1A,SLC8A1,TBX3,TGFB1
BP	GO:0009725:Response to hormone	985	16	3.06	3.1e-08	ADCY4,ADCY5,ADRA1A,ATP1A2,CACNA1H,CHRM2,COL1A1,KCNJ11,NPPA,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0032414:Positive regulation of ion transmembrane transporter activity	104	7	0.32	3.2e-08	ADRB2,ATP1B1,CACNA2D1,CACNB2,KCNJ11,NPPA,RYR2
BP	GO:1903305:Regulation of regulated secretory pathway	160	8	0.5	3.3e-08	ADRA1A,ATP2A2,CACNA1D,CACNA1G,CACNA1H,CACNB2,CHRM2,NPPA
BP	GO:0010649:Regulation of cell communication by electrical coupling	12	4	0.04	4.1e-08	CAMK2D,CASQ2,PDE4D,SLC8A1
BP	GO:0051481:Negative regulation of cytosolic calcium ion concentration	12	4	0.04	4.1e-08	ATP1A2,KCNK3,RYR3,SLC8A1
BP	GO:0099623:Regulation of cardiac muscle cell membrane repolarization	32	5	0.1	4.6e-08	CACNA1D,CACNA2D1,KCNH2,NPPA,SCN5A
BP	GO:0006939:Smooth muscle contraction	110	7	0.34	4.8e-08	ADRA1A,ADRA1B,ADRB2,ATP1A2,CHRM2,PDE4D,SLC8A1
BP	GO:0023051:Regulation of signaling	3679	30	11.43	5.2e-08	ABCC8,ABCC9,ADCY5,ADRA1A,ADRA1B,ADRB2,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA2D2,CACNB2,CAMK2D,CASQ2,CHRM2,COL1A1,COL3A1,KCNJ11,NPPA,PDE2A,PDE4D,PPARGC1A,PRKACA,PRKAR2B,RYR2,RYR3,SLC8A1,TGFB1,TRPC1
BP	GO:0019934:CGMP-mediated signaling	33	5	0.1	5.4e-08	NPPA,PDE2A,PRKAR1A,PRKAR2A,PRKAR2B
BP	GO:0032411:Positive regulation of transporter activity	112	7	0.35	5.4e-08	ADRB2,ATP1B1,CACNA2D1,CACNB2,KCNJ11,NPPA,RYR2
BP	GO:1903530:Regulation of secretion by cell	758	14	2.35	5.7e-08	ABCC8,ADCY5,ADRA1A,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D2,CACNB2,CHRM2,KCNJ11,NPPA,TGFB1
BP	GO:0071867:Response to monoamine	113	7	0.35	5.7e-08	ADCY5,CHRM2,HCN3,PDE4D,PPARGC1A,PRKACA,RYR2
BP	GO:0071869:Response to catecholamine	113	7	0.35	5.7e-08	ADCY5,CHRM2,HCN3,PDE4D,PPARGC1A,PRKACA,RYR2
BP	GO:0055002:Striated muscle cell development	173	8	0.54	6.0e-08	ADRA1A,CACNA2D2,CASQ2,MYH6,NPPA,PRKAR1A,SLC8A1,TBX3
BP	GO:0098901:Regulation of cardiac muscle cell action potential	34	5	0.11	6.3e-08	ATP2A2,CACNA1C,CAMK2D,HCN4,RYR2
BP	GO:0050891:Multicellular organismal water homeostasis	68	6	0.21	6.5e-08	ADCY4,ADCY5,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B
BP	GO:0071312:Cellular response to alkaloid	35	5	0.11	7.3e-08	CASQ2,PPARGC1A,RYR2,RYR3,SLC8A1
BP	GO:0003014:Renal system process	120	7	0.37	8.7e-08	ADCY4,ADCY5,ADRA1A,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B
BP	GO:0008217:Regulation of blood pressure	182	8	0.57	8.8e-08	ADRA1A,ADRA1B,ADRB1,ADRB2,ATP1A2,MYH6,NPPA,PDE4D
BP	GO:0050794:Regulation of cellular process	11198	53	34.79	9.0e-08	ABCC8,ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CAMK2D,CASQ2,CHRM2,COL1A1,COL3A1,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNN2,MYH6,NPPA,PDE2A,PDE4D,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,RYR3,SCN5A,SCN7A,SLC8A1,TBX3,TGFB1,TRPC1
BP	GO:0061061:Muscle structure development	672	13	2.09	1.1e-07	ADRA1A,ATP2A2,CACNA1H,CACNA2D2,CASQ2,COL3A1,MYH6,NPPA,PRKAR1A,RYR2,SLC8A1,TBX3,TGFB1
BP	GO:0030104:Water homeostasis	74	6	0.23	1.1e-07	ADCY4,ADCY5,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B
BP	GO:1902514:Regulation of calcium ion transmembrane transport via high voltage-gated calcium channel	15	4	0.05	1.1e-07	CACNA2D1,CACNB2,CAMK2D,NPPA
BP	GO:0009628:Response to abiotic stimulus	1237	17	3.84	1.2e-07	ADRB1,ADRB2,ATP1A2,ATP1B1,ATP2A2,CAMK2D,COL1A1,COL3A1,KCNJ3,KCNK3,NPPA,PDE2A,PPARGC1A,PRKACA,RYR2,SLC8A1,TGFB1
BP	GO:0010035:Response to inorganic substance	562	12	1.75	1.2e-07	CACNA1G,CACNA1H,CAMK2D,CASQ2,COL1A1,KCNK3,PPARGC1A,RYR2,RYR3,SCN5A,SLC8A1,TRPC1
BP	GO:0051046:Regulation of secretion	811	14	2.52	1.3e-07	ABCC8,ADCY5,ADRA1A,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D2,CACNB2,CHRM2,KCNJ11,NPPA,TGFB1
BP	GO:0009187:Cyclic nucleotide metabolic process	40	5	0.12	1.5e-07	ADCY4,ADCY5,NPPA,PDE2A,PDE4D
BP	GO:0071871:Response to epinephrine	16	4	0.05	1.5e-07	PDE4D,PPARGC1A,PRKACA,RYR2
BP	GO:0043500:Muscle adaptation	130	7	0.4	1.5e-07	ADRA1A,ATP2A2,CAMK2D,MYH6,NPPA,PPARGC1A,SCN5A
BP	GO:0010038:Response to metal ion	362	10	1.12	1.5e-07	CACNA1G,CACNA1H,CAMK2D,CASQ2,KCNK3,PPARGC1A,RYR2,RYR3,SCN5A,TRPC1
BP	GO:0044093:Positive regulation of molecular function	1771	20	5.5	1.7e-07	ADCY4,ADCY5,ADRA1A,ADRB1,ADRB2,ATP1B1,CACNA1C,CACNA1D,CACNA2D1,CACNB2,KCNJ11,NPPA,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,TGFB1
BP	GO:0007268:Chemical synaptic transmission	704	13	2.19	1.8e-07	ADRA1A,ADRB2,ATP1A2,ATP2A2,CACNA1D,CACNA1G,CACNA2D2,CACNB2,CHRM2,KCNK3,KCNN1,PRKACA,PRKAR2B
BP	GO:0098916:Anterograde trans-synaptic signaling	704	13	2.19	1.8e-07	ADRA1A,ADRB2,ATP1A2,ATP2A2,CACNA1D,CACNA1G,CACNA2D2,CACNB2,CHRM2,KCNK3,KCNN1,PRKACA,PRKAR2B
BP	GO:0007507:Heart development	587	12	1.82	2.0e-07	ADRA1A,CACNA1C,COL3A1,MYH6,NPPA,PDE2A,PRKAR1A,RYR2,SCN5A,SLC8A1,TBX3,TGFB1
BP	GO:0051050:Positive regulation of transport	981	15	3.05	2.0e-07	ADRB2,ATP1B1,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNB2,KCNH2,KCNJ11,NPPA,PRKACA,RYR2,SCN5A,TGFB1,TRPC1
BP	GO:0050896:Response to stimulus	9324	48	28.97	2.1e-07	ABCC8,ABCC9,ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CAMK2D,CASQ2,CHRM2,COL1A1,COL3A1,GJD3,HCN1,HCN3,HCN4,KCNH2,KCNJ11,KCNJ3,KCNK3,MYH6,NPPA,PDE2A,PDE4D,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,RYR3,SCN5A,SCN7A,SLC8A1,TBX3,TGFB1,TRPC1
BP	GO:0099537:Trans-synaptic signaling	712	13	2.21	2.1e-07	ADRA1A,ADRB2,ATP1A2,ATP2A2,CACNA1D,CACNA1G,CACNA2D2,CACNB2,CHRM2,KCNK3,KCNN1,PRKACA,PRKAR2B
BP	GO:0051588:Regulation of neurotransmitter transport	139	7	0.43	2.4e-07	ADRA1A,ATP1A2,ATP2A2,CACNA1D,CACNB2,CHRM2,NPPA
BP	GO:2000479:Regulation of cAMP-dependent protein kinase activity	18	4	0.06	2.5e-07	ADRB2,PRKAR1A,PRKAR2A,PRKAR2B
BP	GO:0009612:Response to mechanical stimulus	210	8	0.65	2.7e-07	ATP1A2,COL1A1,COL3A1,NPPA,PDE2A,RYR2,SLC8A1,TGFB1
BP	GO:0099536:Synaptic signaling	730	13	2.27	2.8e-07	ADRA1A,ADRB2,ATP1A2,ATP2A2,CACNA1D,CACNA1G,CACNA2D2,CACNB2,CHRM2,KCNK3,KCNN1,PRKACA,PRKAR2B
BP	GO:0035296:Regulation of tube diameter	143	7	0.44	2.9e-07	ADRA1A,ADRA1B,ADRB1,ADRB2,ATP1A2,NPPA,SLC8A1
BP	GO:0097746:Regulation of blood vessel diameter	143	7	0.44	2.9e-07	ADRA1A,ADRA1B,ADRB1,ADRB2,ATP1A2,NPPA,SLC8A1
BP	GO:0035150:Regulation of tube size	144	7	0.45	3.0e-07	ADRA1A,ADRA1B,ADRB1,ADRB2,ATP1A2,NPPA,SLC8A1
BP	GO:0003085:Negative regulation of systemic arterial blood pressure	19	4	0.06	3.1e-07	ADRA1A,ADRB1,ADRB2,NPPA
BP	GO:0017157:Regulation of exocytosis	217	8	0.67	3.4e-07	ADRA1A,ATP2A2,CACNA1D,CACNA1G,CACNA1H,CACNB2,CHRM2,NPPA
BP	GO:1901379:Regulation of potassium ion transmembrane transport	90	6	0.28	3.5e-07	ATP1B1,CACNA1D,CASQ2,KCNH2,KCNN2,NPPA
BP	GO:0003044:Regulation of systemic arterial blood pressure mediated by a chemical signal	49	5	0.15	4.2e-07	ADRA1A,ADRA1B,ADRB1,ADRB2,PDE4D
BP	GO:0003073:Regulation of systemic arterial blood pressure	93	6	0.29	4.3e-07	ADRA1A,ADRA1B,ADRB1,ADRB2,NPPA,PDE4D
BP	GO:0060537:Muscle tissue development	408	10	1.27	4.6e-07	ADRA1A,COL3A1,MYH6,NPPA,PPARGC1A,PRKAR1A,RYR2,SLC8A1,TBX3,TGFB1
BP	GO:1901652:Response to peptide	520	11	1.62	4.9e-07	ADCY4,ADCY5,ADRB2,CACNA2D1,COL1A1,NPPA,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0051591:Response to cAMP	97	6	0.3	5.5e-07	COL1A1,HCN1,HCN4,PDE2A,PPARGC1B,SLC8A1
BP	GO:0086029:Purkinje myocyte to ventricular cardiac muscle cell signaling	6	3	0.02	5.7e-07	CASQ2,RYR2,SCN5A
BP	GO:0086068:Purkinje myocyte to ventricular cardiac muscle cell communication	6	3	0.02	5.7e-07	CASQ2,RYR2,SCN5A
BP	GO:0048738:Cardiac muscle tissue development	233	8	0.72	5.8e-07	ADRA1A,MYH6,NPPA,PRKAR1A,RYR2,SLC8A1,TBX3,TGFB1
BP	GO:1903307:Positive regulation of regulated secretory pathway	53	5	0.16	6.2e-07	CACNA1D,CACNA1G,CACNA1H,CACNB2,NPPA
BP	GO:0050804:Modulation of chemical synaptic transmission	436	10	1.35	8.3e-07	ADRA1A,ADRB2,ATP1A2,ATP2A2,CACNA1D,CACNA2D2,CACNB2,CHRM2,PRKACA,PRKAR2B
BP	GO:0099177:Regulation of trans-synaptic signaling	437	10	1.36	8.5e-07	ADRA1A,ADRB2,ATP1A2,ATP2A2,CACNA1D,CACNA2D2,CACNB2,CHRM2,PRKACA,PRKAR2B
BP	GO:0043266:Regulation of potassium ion transport	105	6	0.33	8.7e-07	ATP1B1,CACNA1D,CASQ2,KCNH2,KCNN2,NPPA
BP	GO:0065009:Regulation of molecular function	2989	25	9.29	8.9e-07	ADCY4,ADCY5,ADRA1A,ADRB1,ADRB2,ATP1A2,ATP1B1,CACNA1C,CACNA1D,CACNA2D1,CACNB2,CAMK2D,CASQ2,KCNJ11,MYH6,NPPA,PDE4D,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,TGFB1
BP	GO:0003300:Cardiac muscle hypertrophy	106	6	0.33	9.3e-07	ADRA1A,ATP2A2,CAMK2D,MYH6,NPPA,RYR2
BP	GO:0098914:Membrane repolarization during atrial cardiac muscle cell action potential	7	3	0.02	9.9e-07	KCNJ3,KCNJ5,KCNN2
BP	GO:0014897:Striated muscle hypertrophy	109	6	0.34	1.1e-06	ADRA1A,ATP2A2,CAMK2D,MYH6,NPPA,RYR2
BP	GO:0071868:Cellular response to monoamine stimulus	109	6	0.34	1.1e-06	ADCY5,CHRM2,HCN3,PDE4D,PRKACA,RYR2
BP	GO:0071870:Cellular response to catecholamine stimulus	109	6	0.34	1.1e-06	ADCY5,CHRM2,HCN3,PDE4D,PRKACA,RYR2
BP	GO:0060314:Regulation of ryanodine-sensitive calcium-release channel activity	26	4	0.08	1.2e-06	CAMK2D,CASQ2,PDE4D,PRKACA
BP	GO:0014896:Muscle hypertrophy	111	6	0.34	1.2e-06	ADRA1A,ATP2A2,CAMK2D,MYH6,NPPA,RYR2
BP	GO:0032870:Cellular response to hormone stimulus	699	12	2.17	1.3e-06	ADCY4,ADCY5,ATP1A2,CACNA1H,CHRM2,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0071466:Cellular response to xenobiotic stimulus	180	7	0.56	1.4e-06	CASQ2,PDE2A,PPARGC1A,RYR2,RYR3,SLC8A1,TGFB1
BP	GO:0023061:Signal release	709	12	2.2	1.5e-06	ABCC8,ADCY5,ADRA1A,ATP2A2,CACNA1C,CACNA1D,CACNA2D2,CACNB2,CHRM2,KCNJ11,NPPA,TBX3
BP	GO:0060372:Regulation of atrial cardiac muscle cell membrane repolarization	8	3	0.02	1.6e-06	CACNA1D,NPPA,SCN5A
BP	GO:0098909:Regulation of cardiac muscle cell action potential involved in regulation of contraction	8	3	0.02	1.6e-06	ATP2A2,CAMK2D,HCN4
BP	GO:0035556:Intracellular signal transduction	2862	24	8.89	1.6e-06	ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CAMK2D,CASQ2,COL3A1,NPPA,PDE2A,PDE4D,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,SLC8A1,TGFB1
BP	GO:0006940:Regulation of smooth muscle contraction	65	5	0.2	1.7e-06	ADRA1A,ADRA1B,ADRB2,ATP1A2,CHRM2
BP	GO:0045822:Negative regulation of heart contraction	29	4	0.09	1.9e-06	ADRA1A,ATP1A2,ATP2A2,PDE4D
BP	GO:0051928:Positive regulation of calcium ion transport	123	6	0.38	2.2e-06	ATP1B1,CACNA1D,CACNA2D1,CACNB2,RYR2,TRPC1
BP	GO:0048871:Multicellular organismal homeostasis	486	10	1.51	2.2e-06	ADCY4,ADCY5,ADRB1,ADRB2,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B
BP	GO:0009749:Response to glucose	197	7	0.61	2.5e-06	ADCY5,GJD3,KCNJ11,PPARGC1A,PRKACA,SLC8A1,TGFB1
BP	GO:1901653:Cellular response to peptide	385	9	1.2	2.7e-06	ADCY4,ADCY5,ADRB2,CACNA2D1,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:1904427:Positive regulation of calcium ion transmembrane transport	71	5	0.22	2.7e-06	ATP1B1,CACNA2D1,CACNB2,RYR2,TRPC1
BP	GO:0032970:Regulation of actin filament-based process	388	9	1.21	2.9e-06	ATP1A2,ATP2A2,CACNA1C,CAMK2D,HCN4,PDE4D,RYR2,SCN5A,TGFB1
BP	GO:2001259:Positive regulation of cation channel activity	72	5	0.22	2.9e-06	ADRB2,CACNA2D1,CACNB2,KCNJ11,NPPA
BP	GO:0009746:Response to hexose	202	7	0.63	2.9e-06	ADCY5,GJD3,KCNJ11,PPARGC1A,PRKACA,SLC8A1,TGFB1
BP	GO:0003231:Cardiac ventricle development	130	6	0.4	3.1e-06	MYH6,PDE2A,RYR2,SCN5A,TBX3,TGFB1
BP	GO:0009410:Response to xenobiotic stimulus	292	8	0.91	3.2e-06	CASQ2,PDE2A,PPARGC1A,PRKAR2B,RYR2,RYR3,SLC8A1,TGFB1
BP	GO:0055007:Cardiac muscle cell differentiation	132	6	0.41	3.3e-06	ADRA1A,MYH6,NPPA,SLC8A1,TBX3,TGFB1
BP	GO:2000480:Negative regulation of cAMP-dependent protein kinase activity	10	3	0.03	3.4e-06	PRKAR1A,PRKAR2A,PRKAR2B
BP	GO:0034284:Response to monosaccharide	207	7	0.64	3.5e-06	ADCY5,GJD3,KCNJ11,PPARGC1A,PRKACA,SLC8A1,TGFB1
BP	GO:0019228:Neuronal action potential	34	4	0.11	3.6e-06	CACNA1G,CACNA1H,SCN5A,SCN7A
BP	GO:0051716:Cellular response to stimulus	7616	41	23.66	3.8e-06	ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1H,CACNA2D1,CAMK2D,CASQ2,CHRM2,COL1A1,COL3A1,HCN1,HCN3,HCN4,KCNH2,KCNJ11,KCNK3,MYH6,NPPA,PDE2A,PDE4D,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,RYR3,SCN5A,SLC8A1,TBX3,TGFB1
BP	GO:2000300:Regulation of synaptic vesicle exocytosis	78	5	0.24	4.3e-06	ADRA1A,ATP2A2,CACNA1D,CACNB2,CHRM2
BP	GO:0010817:Regulation of hormone levels	526	10	1.63	4.5e-06	ABCC8,ADCY5,CACNA1C,CACNA1D,CACNA1H,CACNA2D2,KCNJ11,NPPA,PPARGC1A,TBX3
BP	GO:0071260:Cellular response to mechanical stimulus	79	5	0.25	4.6e-06	ATP1A2,COL1A1,NPPA,PDE2A,TGFB1
BP	GO:0046879:Hormone secretion	308	8	0.96	4.7e-06	ABCC8,ADCY5,CACNA1C,CACNA1D,CACNA2D2,KCNJ11,NPPA,TBX3
BP	GO:0045777:Positive regulation of blood pressure	37	4	0.11	5.1e-06	ADRA1A,ADRA1B,ADRB1,PDE4D
BP	GO:0007190:Activation of adenylate cyclase activity	38	4	0.12	5.7e-06	ADCY4,ADCY5,ADRB1,ADRB2
BP	GO:1901021:Positive regulation of calcium ion transmembrane transporter activity	38	4	0.12	5.7e-06	ATP1B1,CACNA2D1,CACNB2,RYR2
BP	GO:1903523:Negative regulation of blood circulation	38	4	0.12	5.7e-06	ADRA1A,ATP1A2,ATP2A2,PDE4D
